m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no,job_mix
efficientnet_b5,2,vgg13,32,vgg19,2,mig,1.0,222.0239028694692,376.1114208021128,272.3836191225705,8.79979133605957,5.193471908569336,7.096290588378906,8.79979133605957,5.193471908569336,7.096290588378906,8.79979133605957,5.193471908569336,7.096290588378906,74.445,0,57.4,0,8.855,0,0,efficientnet_b5-2-vgg13-32-vgg19-2
alexnet,16,densenet121,16,resnet50,32,mig,1.0,4519.299879271547,642.4835160024736,757.1716709751528,3.3462047576904297,24.81555938720703,21.01993560791016,3.3462047576904297,24.81555938720703,21.01993560791016,3.3462047576904297,24.81555938720703,21.01993560791016,6.755,0,56.98,0,46.585,0,0,alexnet-16-densenet121-16-resnet50-32
mobilenet_v3_large,8,mobilenet_v3_small,2,resnet34,2,mig,1.0,2813.069962160372,3458.015172803457,1776.8401210767804,2.760171890258789,2.2444725036621094,4.471063613891602,2.760171890258789,2.2444725036621094,4.471063613891602,2.760171890258789,2.2444725036621094,4.471063613891602,24.71,0,20.895,0,13.825,0,0,mobilenet_v3_large-8-mobilenet_v3_small-2-resnet34-2
densenet121,2,mobilenet_v2,8,vgg13,32,mig,1.0,283.1765515991267,890.5893115102826,376.1114208021128,6.880760192871094,2.1719932556152344,5.193471908569336,6.880760192871094,2.1719932556152344,5.193471908569336,6.880760192871094,2.1719932556152344,5.193471908569336,55.545,0,20.475,0,57.4,0,0,densenet121-2-mobilenet_v2-8-vgg13-32
densenet201,32,squeezenet1_0,16,vgg19,32,mig,1.0,419.33337037951054,1711.0357394050643,416.6651890892035,75.93250274658203,18.47672462463379,75.81400871276855,75.93250274658203,18.47672462463379,75.81400871276855,75.93250274658203,18.47672462463379,75.81400871276855,94.15,0,13.02,1,77.805,0,1,densenet201-32-squeezenet1_0-16-vgg19-32
efficientnet_b5,32,mobilenet_v2,16,resnet18,4,mig,1.0,557.6855649573604,3492.989109900928,3782.9997833017183,57.27195739746094,9.068012237548828,8.301258087158203,57.27195739746094,9.068012237548828,8.301258087158203,57.27195739746094,9.068012237548828,8.301258087158203,106.645,0,20.44,0,8.295,1,1,efficientnet_b5-32-mobilenet_v2-16-resnet18-4
densenet161,32,resnet101,2,resnet152,32,mig,1.0,646.3542684386318,857.4559678661934,613.5202021522999,49.00670051574707,36.859989166259766,51.61213874816895,49.00670051574707,36.859989166259766,51.61213874816895,49.00670051574707,36.859989166259766,51.61213874816895,111.125,0,43.785,0,95.725,0,0,densenet161-32-resnet101-2-resnet152-32
efficientnet_b5,2,inception_v3,32,resnet18,2,mig,1.0,222.0239028694692,391.40021320870886,1144.0822234979914,8.79979133605957,4.978179931640625,1.7268657684326172,8.79979133605957,4.978179931640625,1.7268657684326172,8.79979133605957,4.978179931640625,1.7268657684326172,74.445,0,39.27,0,8.33,0,0,efficientnet_b5-2-inception_v3-32-resnet18-2
densenet161,32,efficientnet_b6,2,inception_v3,4,mig,1.0,646.3542684386318,427.6208424881729,1716.5658900671626,49.00670051574707,74.74064826965332,18.5697078704834,49.00670051574707,74.74064826965332,18.5697078704834,49.00670051574707,74.74064826965332,18.5697078704834,111.125,0,85.575,0,40.425,0,0,densenet161-32-efficientnet_b6-2-inception_v3-4
efficientnet_b6,4,efficientnet_b7,2,mobilenet_v3_large,32,mig,1.0,219.44056410485925,158.6943560966694,1434.6780090092775,18.176794052124023,25.156736373901367,2.71296501159668,18.176794052124023,25.156736373901367,2.71296501159668,18.176794052124023,25.156736373901367,2.71296501159668,85.855,0,102.865,0,25.025,0,0,efficientnet_b6-4-efficientnet_b7-2-mobilenet_v3_large-32
densenet201,2,mobilenet_v3_small,32,resnet101,4,mig,1.0,160.30276529793818,851.7446267008678,306.4967348270591,12.184619903564451,2.2475719451904297,6.469964981079102,12.184619903564451,2.2475719451904297,6.469964981079102,12.184619903564451,2.2475719451904297,6.469964981079102,95.025,0,20.23,0,43.785,0,0,densenet201-2-mobilenet_v3_small-32-resnet101-4
densenet201,2,inception_v3,8,mobilenet_v3_small,2,mig,1.0,160.30276529793818,391.40021320870886,851.7446267008678,12.184619903564451,4.978179931640625,2.2475719451904297,12.184619903564451,4.978179931640625,2.2475719451904297,12.184619903564451,4.978179931640625,2.2475719451904297,95.025,0,40.88,0,20.895,0,0,densenet201-2-inception_v3-8-mobilenet_v3_small-2
densenet169,8,vgg11,16,vgg13,16,mig,1.0,453.0087139816639,737.5827450085795,518.2866525163105,17.603158950805664,10.521173477172852,14.968156814575195,17.603158950805664,10.521173477172852,14.968156814575195,17.603158950805664,10.521173477172852,14.968156814575195,78.68,0,21.77,0,30.835,0,0,densenet169-8-vgg11-16-vgg13-16
densenet121,4,mobilenet_v3_large,16,resnet101,8,mig,1.0,516.2962047421291,1434.6780090092775,385.8962786782123,7.709026336669922,2.71296501159668,10.318756103515623,7.709026336669922,2.71296501159668,10.318756103515623,7.709026336669922,2.71296501159668,10.318756103515623,55.545,0,25.585,0,44.135,0,0,densenet121-4-mobilenet_v3_large-16-resnet101-8
mobilenet_v3_large,8,mobilenet_v3_small,16,resnet18,4,mig,1.0,2027.2364910785705,3409.1981714987683,2060.9543878266973,3.9005279541015625,2.279281616210937,3.8175582885742174,3.9005279541015625,2.279281616210937,3.8175582885742174,3.9005279541015625,2.279281616210937,3.8175582885742174,24.71,0,21.49,0,8.295,0,0,mobilenet_v3_large-8-mobilenet_v3_small-16-resnet18-4
alexnet,16,efficientnet_b5,32,inception_v3,32,mig,1.0,4519.299879271547,326.5837723969528,1011.5070212495164,3.3462047576904297,48.917531967163086,15.74397087097168,3.3462047576904297,48.917531967163086,15.74397087097168,3.3462047576904297,48.917531967163086,15.74397087097168,6.755,0,106.645,0,39.27,0,0,alexnet-16-efficientnet_b5-32-inception_v3-32
densenet201,16,inception_v3,16,squeezenet1_1,4,mig,1.0,581.6137449418567,1451.8380953150795,4431.633190859218,27.40192413330078,10.974645614624023,3.547906875610352,27.40192413330078,10.974645614624023,3.547906875610352,27.40192413330078,10.974645614624023,3.547906875610352,93.695,0,40.355,0,8.82,0,0,densenet201-16-inception_v3-16-squeezenet1_1-4
resnet152,32,resnet34,8,vgg11,32,mig,1.0,613.5202021522999,2402.341007625927,1397.6004341470202,51.61213874816895,13.010501861572266,21.8508243560791,51.61213874816895,13.010501861572266,21.8508243560791,51.61213874816895,13.010501861572266,21.8508243560791,95.725,0,14.035,0,39.62,0,0,resnet152-32-resnet34-8-vgg11-32
resnet152,8,resnet50,32,vgg19,32,mig,1.0,329.907022841184,703.2312366693067,373.1838613510433,23.90766143798828,11.295557022094728,20.68924903869629,23.90766143798828,11.295557022094728,20.68924903869629,23.90766143798828,11.295557022094728,20.68924903869629,64.155,0,46.585,0,77.805,0,0,resnet152-8-resnet50-32-vgg19-32
densenet161,8,resnet152,2,squeezenet1_1,2,mig,1.0,520.3939036010311,505.2930479235832,3816.411009996502,15.26784896850586,15.77305793762207,2.0606517791748047,15.26784896850586,15.77305793762207,2.0606517791748047,15.26784896850586,15.77305793762207,2.0606517791748047,77.105,0,63.56,0,8.68,0,0,densenet161-8-resnet152-2-squeezenet1_1-2
mobilenet_v3_large,16,mobilenet_v3_small,2,resnet101,16,mig,1.0,2173.914443133709,4743.421207561421,488.8998479667683,7.280349731445312,3.2303333282470703,32.40180015563965,7.280349731445312,3.2303333282470703,32.40180015563965,7.280349731445312,3.2303333282470703,32.40180015563965,25.585,0,20.895,0,43.995,0,0,mobilenet_v3_large-16-mobilenet_v3_small-2-resnet101-16
alexnet,8,efficientnet_b5,16,vgg11,4,mig,1.0,3413.904865588834,319.9299210186536,737.5827450085795,2.276897430419922,24.92260932922364,10.521173477172852,2.276897430419922,24.92260932922364,10.521173477172852,2.276897430419922,24.92260932922364,10.521173477172852,4.585,0,78.61,0,7.56,1,1,alexnet-8-efficientnet_b5-16-vgg11-4
densenet121,32,inception_v3,8,mobilenet_v3_small,32,mig,1.0,1244.9763174937016,1716.5658900671626,8596.043668622235,25.54607391357422,18.5697078704834,3.5715103149414062,25.54607391357422,18.5697078704834,3.5715103149414062,25.54607391357422,18.5697078704834,3.5715103149414062,59.535,0,40.88,0,20.23,0,0,densenet121-32-inception_v3-8-mobilenet_v3_small-32
densenet161,8,resnet101,32,resnet18,16,mig,1.0,287.767143114735,455.4811274291464,2060.9543878266973,27.727127075195312,17.344236373901367,3.8175582885742174,27.727127075195312,17.344236373901367,3.8175582885742174,27.727127075195312,17.344236373901367,3.8175582885742174,77.105,0,70.035,0,10.535,0,0,densenet161-8-resnet101-32-resnet18-16
densenet201,8,resnet50,8,vgg11,2,mig,1.0,352.2412241065412,703.2312366693067,737.5827450085795,22.645235061645508,11.295557022094728,10.521173477172852,22.645235061645508,11.295557022094728,10.521173477172852,22.645235061645508,11.295557022094728,10.521173477172852,95.76,0,23.975,0,5.53,1,1,densenet201-8-resnet50-8-vgg11-2
efficientnet_b6,2,resnet152,32,vgg11,2,mig,1.0,183.31708585665604,218.71156066807325,484.66676481700006,10.705947875976562,9.084463119506836,4.025936126708984,10.705947875976562,9.084463119506836,4.025936126708984,10.705947875976562,9.084463119506836,4.025936126708984,85.575,0,95.725,0,5.53,0,0,efficientnet_b6-2-resnet152-32-vgg11-2
densenet161,4,efficientnet_b6,4,inception_v3,8,mig,1.0,232.8795384585848,219.44056410485925,642.2528351446517,17.119169235229492,18.176794052124023,6.2007904052734375,17.119169235229492,18.176794052124023,6.2007904052734375,17.119169235229492,18.176794052124023,6.2007904052734375,77.21,0,85.855,0,40.88,0,0,densenet161-4-efficientnet_b6-4-inception_v3-8
efficientnet_b6,16,mobilenet_v3_small,8,vgg19,4,mig,1.0,248.12817914094063,4743.421207561421,402.5364913400628,64.39399719238281,3.2303333282470703,38.814544677734375,64.39399719238281,3.2303333282470703,38.814544677734375,64.39399719238281,3.2303333282470703,38.814544677734375,90.055,0,21.385,0,13.02,1,1,efficientnet_b6-16-mobilenet_v3_small-8-vgg19-4
inception_v3,8,resnet101,8,squeezenet1_0,8,mig,1.0,858.0291860010697,455.4811274291464,1687.224883600658,9.28497314453125,17.344236373901367,4.7016143798828125,9.28497314453125,17.344236373901367,4.7016143798828125,9.28497314453125,17.344236373901367,4.7016143798828125,40.88,0,44.135,0,9.765,0,0,inception_v3-8-resnet101-8-squeezenet1_0-8
resnet101,8,resnet34,4,resnet34,8,mig,1.0,699.2994067681547,1776.8401210767804,1776.8401210767804,11.384248733520508,4.471063613891602,4.471063613891602,11.384248733520508,4.471063613891602,4.471063613891602,11.384248733520508,4.471063613891602,4.471063613891602,44.135,0,13.72,0,14.035,0,0,resnet101-8-resnet34-4-resnet34-8
alexnet,2,inception_v3,16,squeezenet1_1,4,mig,1.0,1528.6283820880228,391.40021320870886,1835.1152427058385,1.2600421905517578,4.978179931640625,1.062154769897461,1.2600421905517578,4.978179931640625,1.062154769897461,1.2600421905517578,4.978179931640625,1.062154769897461,3.57,0,40.355,0,8.82,0,0,alexnet-2-inception_v3-16-squeezenet1_1-4
alexnet,32,resnet101,32,squeezenet1_1,8,mig,1.0,7581.634815564495,857.4559678661934,4778.970480923976,4.032373428344727,36.859989166259766,6.583452224731445,4.032373428344727,36.859989166259766,6.583452224731445,4.032373428344727,36.859989166259766,6.583452224731445,10.92,0,70.035,0,8.855,0,0,alexnet-32-resnet101-32-squeezenet1_1-8
densenet161,2,resnet18,2,vgg13,32,mig,1.0,191.0486424102565,1144.0822234979914,376.1114208021128,10.413408279418944,1.7268657684326172,5.193471908569336,10.413408279418944,1.7268657684326172,5.193471908569336,10.413408279418944,1.7268657684326172,5.193471908569336,78.12,0,8.33,0,57.4,0,0,densenet161-2-resnet18-2-vgg13-32
densenet161,32,squeezenet1_0,16,vgg11,2,mig,1.0,646.3542684386318,2767.938492342152,1397.6004341470202,49.00670051574707,11.425018310546877,21.8508243560791,49.00670051574707,11.425018310546877,21.8508243560791,49.00670051574707,11.425018310546877,21.8508243560791,111.125,0,13.02,0,5.53,1,1,densenet161-32-squeezenet1_0-16-vgg11-2
inception_v3,32,squeezenet1_0,2,vgg19,16,mig,1.0,1716.5658900671626,2767.938492342152,656.9970720908458,18.5697078704834,11.425018310546877,46.61989212036133,18.5697078704834,11.425018310546877,46.61989212036133,18.5697078704834,11.425018310546877,46.61989212036133,39.27,0,9.485,1,41.37,1,2,inception_v3-32-squeezenet1_0-2-vgg19-16
densenet169,4,efficientnet_b5,2,efficientnet_b7,8,mig,1.0,360.97600143302986,287.3445335386993,158.6943560966694,11.04426383972168,13.883113861083984,25.156736373901367,11.04426383972168,13.883113861083984,25.156736373901367,11.04426383972168,13.883113861083984,25.156736373901367,78.855,0,74.445,0,107.31,0,0,densenet169-4-efficientnet_b5-2-efficientnet_b7-8
densenet121,2,efficientnet_b6,4,resnet50,2,mig,1.0,283.1765515991267,183.31708585665604,512.6348609492813,6.880760192871094,10.705947875976562,3.85737419128418,6.880760192871094,10.705947875976562,3.85737419128418,6.880760192871094,10.705947875976562,3.85737419128418,55.545,0,85.855,0,24.115,0,0,densenet121-2-efficientnet_b6-4-resnet50-2
efficientnet_b6,32,mobilenet_v2,32,mobilenet_v3_large,16,mig,1.0,427.6208424881729,3492.989109900928,4130.321054854637,74.74064826965332,9.068012237548828,7.656097412109375,74.74064826965332,9.068012237548828,7.656097412109375,74.74064826965332,9.068012237548828,7.656097412109375,140.455,0,23.45,0,25.585,0,0,efficientnet_b6-32-mobilenet_v2-32-mobilenet_v3_large-16
efficientnet_b7,4,mobilenet_v3_small,4,squeezenet1_1,4,mig,1.0,230.95967795029813,1709.7451513948038,3076.100838370022,17.2882080078125,2.2449493408203125,1.2793540954589844,17.2882080078125,2.2449493408203125,1.2793540954589844,17.2882080078125,2.2449493408203125,1.2793540954589844,107.66,0,20.755,0,8.82,0,0,efficientnet_b7-4-mobilenet_v3_small-4-squeezenet1_1-4
inception_v3,16,inception_v3,32,mobilenet_v3_large,2,mig,1.0,1011.5070212495164,1011.5070212495164,2173.914443133709,15.74397087097168,15.74397087097168,7.280349731445312,15.74397087097168,15.74397087097168,7.280349731445312,15.74397087097168,15.74397087097168,7.280349731445312,40.355,0,39.27,0,24.395,0,0,inception_v3-16-inception_v3-32-mobilenet_v3_large-2
mobilenet_v2,8,mobilenet_v3_small,2,mobilenet_v3_small,8,mig,1.0,2667.834111726506,3458.015172803457,3458.015172803457,2.94351577758789,2.2444725036621094,2.2444725036621094,2.94351577758789,2.2444725036621094,2.2444725036621094,2.94351577758789,2.2444725036621094,2.2444725036621094,20.475,0,20.895,0,21.385,0,0,mobilenet_v2-8-mobilenet_v3_small-2-mobilenet_v3_small-8
densenet169,16,densenet201,32,vgg19,2,mig,1.0,503.58206740270975,387.3270995856117,402.5364913400628,31.671762466430664,41.126251220703125,38.814544677734375,31.671762466430664,41.126251220703125,38.814544677734375,31.671762466430664,41.126251220703125,38.814544677734375,78.47,0,94.15,0,8.855,1,1,densenet169-16-densenet201-32-vgg19-2
resnet152,16,resnet152,8,vgg19,8,mig,1.0,560.7436200239404,560.7436200239404,620.7476169981036,28.11908721923828,28.11908721923828,24.64151382446289,28.11908721923828,28.11908721923828,24.64151382446289,28.11908721923828,28.11908721923828,24.64151382446289,64.33,0,64.155,0,23.275,1,1,resnet152-16-resnet152-8-vgg19-8
densenet169,32,squeezenet1_0,2,squeezenet1_0,2,mig,1.0,977.3062535499008,2767.938492342152,2767.938492342152,32.50622749328613,11.425018310546877,11.425018310546877,32.50622749328613,11.425018310546877,11.425018310546877,32.50622749328613,11.425018310546877,11.425018310546877,75.495,0,9.485,1,9.485,1,2,densenet169-32-squeezenet1_0-2-squeezenet1_0-2
alexnet,32,mobilenet_v2,4,resnet18,2,mig,1.0,7581.634815564495,3492.989109900928,3782.9997833017183,4.032373428344727,9.068012237548828,8.301258087158203,4.032373428344727,9.068012237548828,8.301258087158203,4.032373428344727,9.068012237548828,8.301258087158203,10.92,0,20.37,0,8.33,0,0,alexnet-32-mobilenet_v2-4-resnet18-2
densenet201,4,efficientnet_b5,4,efficientnet_b5,4,mig,1.0,335.1152420541221,407.6143915601046,407.6143915601046,11.71731948852539,9.772300720214844,9.772300720214844,11.71731948852539,9.772300720214844,9.772300720214844,11.71731948852539,9.772300720214844,9.772300720214844,95.2,0,73.14999999999999,0,73.14999999999999,0,0,densenet201-4-efficientnet_b5-4-efficientnet_b5-4
densenet121,2,efficientnet_b5,8,mobilenet_v3_large,16,mig,1.0,283.1765515991267,222.0239028694692,721.5399844737963,6.880760192871094,8.79979133605957,2.703189849853516,6.880760192871094,8.79979133605957,2.703189849853516,6.880760192871094,8.79979133605957,2.703189849853516,55.545,0,74.76,0,25.585,0,0,densenet121-2-efficientnet_b5-8-mobilenet_v3_large-16
densenet121,16,mobilenet_v3_large,32,resnet18,16,mig,1.0,642.4835160024736,2173.914443133709,2323.691555076188,24.81555938720703,7.280349731445312,6.742238998413086,24.81555938720703,7.280349731445312,6.742238998413086,24.81555938720703,7.280349731445312,6.742238998413086,56.98,0,25.025,0,10.535,0,0,densenet121-16-mobilenet_v3_large-32-resnet18-16
efficientnet_b6,4,efficientnet_b7,4,inception_v3,16,mig,1.0,219.44056410485925,158.6943560966694,642.2528351446517,18.176794052124023,25.156736373901367,6.2007904052734375,18.176794052124023,25.156736373901367,6.2007904052734375,18.176794052124023,25.156736373901367,6.2007904052734375,85.855,0,107.66,0,40.355,0,0,efficientnet_b6-4-efficientnet_b7-4-inception_v3-16
densenet201,2,resnet50,16,resnet50,16,mig,1.0,160.30276529793818,512.6348609492813,512.6348609492813,12.184619903564451,3.85737419128418,3.85737419128418,12.184619903564451,3.85737419128418,3.85737419128418,12.184619903564451,3.85737419128418,3.85737419128418,95.025,0,26.39,0,26.39,0,0,densenet201-2-resnet50-16-resnet50-16
inception_v3,32,mobilenet_v2,16,resnet34,2,mig,1.0,1716.5658900671626,3492.989109900928,2402.341007625927,18.5697078704834,9.068012237548828,13.010501861572266,18.5697078704834,9.068012237548828,13.010501861572266,18.5697078704834,9.068012237548828,13.010501861572266,39.27,0,20.44,0,13.825,0,0,inception_v3-32-mobilenet_v2-16-resnet34-2
resnet152,16,resnet18,2,vgg13,32,mig,1.0,352.9319549591809,2323.691555076188,565.2859900292634,44.88396644592285,6.742238998413086,27.904748916625977,44.88396644592285,6.742238998413086,27.904748916625977,44.88396644592285,6.742238998413086,27.904748916625977,64.33,0,8.33,0,57.4,0,0,resnet152-16-resnet18-2-vgg13-32
densenet161,8,resnet101,4,squeezenet1_1,2,mig,1.0,520.3939036010311,699.2994067681547,3816.411009996502,15.26784896850586,11.384248733520508,2.0606517791748047,15.26784896850586,11.384248733520508,2.0606517791748047,15.26784896850586,11.384248733520508,2.0606517791748047,77.105,0,43.785,0,8.68,0,0,densenet161-8-resnet101-4-squeezenet1_1-2
densenet161,32,efficientnet_b5,2,resnet34,16,mig,1.0,646.3542684386318,557.6855649573604,2402.341007625927,49.00670051574707,57.27195739746094,13.010501861572266,49.00670051574707,57.27195739746094,13.010501861572266,49.00670051574707,57.27195739746094,13.010501861572266,111.125,0,74.445,0,15.085,0,0,densenet161-32-efficientnet_b5-2-resnet34-16
