m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no
squeezenet1_0,16,densenet161,2,mobilenet_v3_large,2,mig,1.0,2473.3450893424824,119.06431773040516,400.850128844251,6.685495376586914,17.040324211120605,5.068063735961914,7.513186931610107,17.841265201568604,5.291707515716552,21.70109748840332,28.67364883422852,16.36052131652832,13.02,1,78.12,0,24.395,0,1
mobilenet_v3_small,16,densenet169,4,efficientnet_b7,8,mps-uncap,1.0,3403.379270181612,226.547490880456,340.97368387369994,5.8133840560913095,18.583297729492188,24.18897151947021,6.605584621429443,19.031336307525635,24.887008666992188,15.760421752929688,24.425268173217773,37.3234748840332,21.49,0,78.855,0,107.31,0,0
mobilenet_v3_small,16,densenet169,4,efficientnet_b7,8,mig,1.0,3853.477133167162,236.2183867402478,165.43150373257754,4.224300384521484,17.18616485595703,48.622822761535645,4.424793720245361,18.01973819732666,50.292818546295166,16.82257652282715,24.569034576416016,59.5548152923584,21.49,0,78.855,0,107.31,0,0
alexnet,8,densenet201,8,mobilenet_v3_small,8,mps-uncap,1.0,4916.200799246619,376.48800669127377,1801.757756631206,1.931905746459961,21.479368209838867,4.7454833984375,2.356073856353759,22.223472595214844,5.185489654541015,12.25733757019043,30.48634529113769,15.403985977172852,4.585,1,95.76,0,21.385,0,1
alexnet,8,densenet201,8,mobilenet_v3_small,8,mig,1.0,4171.202192971665,325.0709454361121,1940.3273129648792,2.0821094512939453,24.849534034729004,4.166841506958008,2.3496150970458984,25.08928775787353,4.327194690704346,9.499073028564451,33.8139533996582,12.177467346191406,4.585,1,95.76,0,21.385,0,1
efficientnet_b6,32,densenet169,4,resnet50,16,mps-uncap,1.0,548.1547163280271,71.77728986871088,822.102125075674,58.75725746154785,58.00724029541016,24.798154830932617,59.18811559677124,58.6402416229248,26.01722240447998,63.74239921569824,63.25078010559082,28.649568557739254,140.455,0,78.855,0,26.39,1,1
efficientnet_b6,32,densenet169,4,resnet50,16,mig,1.0,398.8971303772343,235.95671457267693,672.9218999771082,80.62493801116943,17.11735725402832,23.97298812866211,82.44172811508179,17.934846878051754,24.915647506713867,88.35530281066895,23.259639739990234,27.106523513793945,140.455,0,78.855,0,26.39,1,1
vgg19,8,densenet201,16,mobilenet_v3_small,2,mps-uncap,1.0,911.563484434032,278.6768429015396,297.9445992140488,9.810924530029297,59.12079811096192,8.26566219329834,10.537705421447756,60.06305694580078,10.240623950958252,21.74091339111328,69.35310363769531,16.49188995361328,23.275,0,93.695,0,20.895,0,0
vgg19,8,densenet201,16,mobilenet_v3_small,2,mig,1.0,576.1137376726233,349.08807004965354,487.2243106923348,14.05189037322998,46.05836868286133,4.172563552856445,14.581120014190668,47.701358795166016,4.36495780944824,23.35834503173828,61.47146224975586,12.401819229125977,23.275,1,93.695,0,20.895,0,1
vgg13,2,efficientnet_b6,4,efficientnet_b6,8,mps-uncap,1.0,594.0245274723375,139.90855316683945,306.6085018941825,4.130840301513672,29.578447341918945,26.9160270690918,4.717922210693361,30.5539608001709,27.59614944458008,12.389659881591797,39.15858268737793,34.55710411071777,6.755,1,85.855,0,87.815,0,1
vgg13,2,efficientnet_b6,4,efficientnet_b6,8,mig,1.0,572.9654601133365,205.57355010098647,222.6705847928104,3.536462783813477,19.59013938903809,36.13958358764648,3.679513931274414,20.12049674987793,36.7604160308838,12.386798858642578,33.367156982421875,46.21076583862305,6.755,1,85.855,0,87.815,0,1
inception_v3,32,densenet201,16,resnet101,4,mps-uncap,1.0,1687.1979316295651,421.8007541634221,256.67788879940787,20.344901084899902,38.80248069763184,17.394518852233887,21.154708862304688,39.81325149536133,18.55724096298217,30.345916748046875,50.35829544067383,28.214454650878903,39.27,0,93.695,0,43.785,0,0
inception_v3,32,densenet201,16,resnet101,4,mig,1.0,1562.5109970337285,346.92610891127015,353.299949924338,20.868825912475582,46.52848243713379,11.433124542236328,22.51726627349854,47.54035949707031,11.985554695129393,34.819602966308594,59.73935127258301,25.60114860534668,39.27,0,93.695,0,43.785,0,0
densenet161,16,mobilenet_v2,4,vgg11,8,mps-uncap,1.0,292.70827405348865,517.3014741087829,1505.9168415493914,55.83639144897461,10.849380493164064,6.4263105392456055,56.7943000793457,12.826809883117674,7.66023874282837,64.6505355834961,17.299652099609375,16.347408294677734,76.965,0,20.37,0,13.055,1,1
densenet161,16,mobilenet_v2,4,vgg11,8,mig,1.0,458.7746623231659,994.3205434146764,677.6623591747596,35.15887260437012,4.086017608642578,12.002038955688477,36.720454692840576,4.257304668426514,12.59418487548828,46.85521125793457,16.009807586669922,24.20783042907715,76.965,0,20.37,0,13.055,1,1
alexnet,8,mobilenet_v2,8,vgg19,2,mps-uncap,1.0,3506.9386543652504,1586.8206680947328,405.11281430311067,2.66265869140625,5.47027587890625,5.289793014526367,2.958660125732421,5.851869583129883,5.798640251159667,12.881755828857422,13.17739486694336,16.405344009399414,4.585,1,20.475,0,8.855,1,2
alexnet,8,mobilenet_v2,8,vgg19,2,mig,1.0,4112.294848688173,1534.7990800727796,256.4106324599726,2.116918563842773,5.470991134643555,7.915019989013672,2.755124568939209,6.316084861755371,8.25742483139038,15.164613723754885,19.52981948852539,20.34616470336914,4.585,1,20.475,0,8.855,1,2
squeezenet1_1,32,alexnet,16,mobilenet_v3_small,32,mps-uncap,1.0,3907.316241821101,5324.498433512568,3909.91279110664,9.34600830078125,4.231381416320802,9.38105583190918,10.086727142333984,5.256733894348144,10.059833526611328,20.84827423095703,14.750003814697266,21.27242088317871,15.995,1,6.755,1,20.23,1,3
squeezenet1_1,32,alexnet,16,mobilenet_v3_small,32,mig,1.0,3999.613785236947,3959.9438591277776,4441.91789040644,8.720159530639648,4.602909088134766,7.963943481445312,9.354052543640138,5.000753402709961,8.642864227294922,18.2955265045166,11.729955673217772,18.784284591674805,15.995,1,6.755,1,20.23,0,2
efficientnet_b7,16,mobilenet_v2,8,vgg19,16,mps-uncap,1.0,154.1192692564986,455.69260318259705,916.3999267227902,105.40294647216795,22.734355926513672,19.79203224182129,107.75014162063596,25.35866737365721,20.57943344116211,110.32724380493164,26.98063850402832,34.21783447265625,110.39,0,20.475,1,41.37,0,1
efficientnet_b7,16,mobilenet_v2,8,vgg19,16,mig,1.0,265.8808276944881,1540.1520024366516,384.1911026517234,60.65893173217773,5.351543426513672,42.00949668884277,61.99228763580322,5.825755596160889,43.24146509170532,71.84743881225586,17.598628997802734,48.2020378112793,110.39,0,20.475,0,41.37,1,1
efficientnet_b7,32,mobilenet_v2,2,vgg19,8,mps-uncap,1.0,322.48854378343174,140.09124629792123,598.2462470183901,100.75793266296388,21.692657470703125,18.662214279174805,101.82663440704346,23.640522956848137,20.44951677322388,102.36144065856934,26.639461517333984,29.758930206298828,187.285,0,20.65,1,23.275,1,2
efficientnet_b7,32,mobilenet_v2,2,vgg19,8,mig,1.0,292.2003011118936,496.1800070768553,356.2439765665738,110.0614070892334,4.090547561645508,22.608423233032227,112.4524712562561,4.286587238311768,23.176755905151367,119.28582191467284,11.658191680908203,31.737327575683597,187.285,0,20.65,0,23.275,1,1
vgg13,16,mobilenet_v3_large,8,vgg19,16,mps-uncap,1.0,956.5794934535758,213.8024780814356,632.549516179902,19.31626796722412,42.85914897918702,27.072429656982425,19.948205947875977,45.759782791137695,28.64599227905273,25.373458862304688,47.3635196685791,36.72003746032715,30.835,0,24.71,1,41.37,0,1
vgg13,16,mobilenet_v3_large,8,vgg19,16,mig,1.0,821.1094084996743,1627.8869408531482,377.5630485515596,19.823884963989254,4.980564117431641,42.821335792541504,20.890483856201172,5.351777076721191,43.92131567001343,24.90067481994629,19.0427303314209,49.34072494506836,30.835,0,24.71,0,41.37,1,1
efficientnet_b6,16,mobilenet_v3_large,8,squeezenet1_0,16,mps-uncap,1.0,385.8733238549271,780.4469285292884,2550.691025780486,42.30356216430664,14.062881469726564,8.167815208435059,43.27536582946777,15.196208953857424,9.113428592681885,51.772117614746094,16.553878784179688,18.666505813598636,90.055,0,24.71,0,13.02,1,1
efficientnet_b6,16,mobilenet_v3_large,8,squeezenet1_0,16,mig,1.0,372.5321796649867,1594.7979279129488,1519.781602816643,43.72820854187012,5.125522613525391,11.220002174377443,45.455002784729,5.953488349914552,12.999992370605463,51.3916015625,12.04681396484375,19.666433334350582,90.055,0,24.71,0,13.02,1,1
densenet121,32,efficientnet_b6,32,resnet152,4,mps-uncap,1.0,658.4580338892481,530.1611336103931,85.75853687275685,52.22046375274658,64.22054767608643,50.87018013000488,53.42830419540406,65.4064679145813,52.10614204406738,55.65214157104492,69.5195198059082,62.56842613220215,59.535,0,140.455,0,64.085,0,0
densenet121,32,efficientnet_b6,32,resnet152,4,mig,1.0,977.4234277687508,237.89598150011545,254.54323219259064,33.086538314819336,135.29658317565918,15.840530395507812,34.851789474487305,136.78994178771973,16.613781452178955,44.66748237609863,145.00999450683594,28.836727142333984,59.535,0,140.455,1,64.085,0,1
efficientnet_b5,16,densenet201,16,efficientnet_b5,2,mps-uncap,1.0,650.6343713994519,391.1068884621568,81.37860059180078,25.54607391357422,42.60599613189697,25.95696449279785,26.155810356140137,43.09289455413818,26.857271194458008,35.22348403930664,54.81624603271485,37.23931312561035,78.61,0,93.695,0,74.445,0,0
efficientnet_b5,16,densenet201,16,efficientnet_b5,2,mig,1.0,500.9967559777927,351.3803834991042,132.74683931829816,32.15770721435547,45.77782154083252,15.265464782714844,33.12109470367432,46.97773933410644,16.042556762695312,41.83626174926758,54.23045158386231,23.025989532470703,78.61,0,93.695,0,74.445,0,0
vgg16,32,efficientnet_b7,16,resnet34,4,mps-uncap,1.0,1292.6296002852698,110.25467282070034,122.08466909561076,26.76682472229004,149.17447566986084,41.27812385559083,27.62076377868652,153.84982109069824,48.00297498703003,33.80250930786133,159.62648391723633,49.32451248168945,67.62,0,110.39,1,13.72,1,2
vgg16,32,efficientnet_b7,16,resnet34,4,mig,1.0,736.2323641422357,159.21213646977168,811.7543608190128,43.87798309326172,100.98543167114258,5.028486251831055,45.62178373336792,102.22140312194824,5.464491844177245,46.88000679016113,105.73554039001463,18.05734634399414,67.62,0,110.39,0,13.72,1,1
resnet50,8,mobilenet_v2,16,resnet18,4,mps-uncap,1.0,986.7002694744036,2480.1681657551903,1017.5173048265556,8.810639381408691,6.832599639892578,4.8063039779663095,9.443783760070804,7.324903011322022,5.442216396331787,19.19436454772949,18.02229881286621,14.88494873046875,23.975,0,20.44,0,8.295,1,1
resnet50,8,mobilenet_v2,16,resnet18,4,mig,1.0,1009.8054802466888,1581.0657270606753,1419.256193677116,8.192133903503418,10.446429252624512,2.9349327087402344,8.979461193084719,11.804604530334474,3.4250235557556143,19.76799964904785,26.498794555664062,18.283843994140625,23.975,0,20.44,1,8.295,1,2
densenet169,32,efficientnet_b6,4,vgg16,16,mps-uncap,1.0,340.6423473807601,57.35948843987018,1136.1710426483926,96.91786766052246,74.32084083557129,16.435861587524414,98.49722385406494,78.10054779052733,18.296432495117188,99.3509292602539,80.69610595703125,23.83899688720703,75.495,1,85.855,0,36.05,0,1
densenet169,32,efficientnet_b6,4,vgg16,16,mig,1.0,773.8317410191262,202.74169114216983,443.8828251209321,41.69788360595703,19.891691207885746,36.34788990020752,43.48588943481445,20.430703163146976,37.251789569854736,50.8427619934082,29.067277908325195,43.13158988952637,75.495,0,85.855,0,36.05,1,1
densenet121,32,resnet152,8,squeezenet1_0,2,mps-uncap,1.0,1230.6949765094853,307.66918634632566,617.6923326134244,26.287078857421875,26.718521118164062,6.938362121582033,26.89089775085449,27.484254837036133,8.645801544189451,37.69993782043457,36.90505027770996,10.462045669555664,59.535,0,64.155,0,9.485,1,1
densenet121,32,resnet152,8,squeezenet1_0,2,mig,1.0,984.3023100023612,304.7207201233003,1134.1888894621966,32.73892402648926,26.390981674194336,1.801729202270508,34.695258140563965,27.419710159301754,1.90941572189331,39.87598419189453,37.5978946685791,9.691476821899414,59.535,0,64.155,0,9.485,1,1
alexnet,32,mobilenet_v3_small,2,squeezenet1_1,8,mps-uncap,1.0,10168.978830553697,447.6353306364235,2542.288358714471,3.615140914916992,4.815101623535156,3.509998321533203,3.812074661254883,4.980483055114745,3.743953704833984,16.099929809570312,15.29383659362793,13.94057273864746,10.92,1,20.895,0,8.855,1,2
alexnet,32,mobilenet_v3_small,2,squeezenet1_1,8,mig,1.0,6633.188140486688,479.8943468348464,2486.1505347604007,5.1352739334106445,4.211902618408203,3.450632095336914,5.347750186920166,4.354715347290039,3.624916076660156,14.119148254394531,10.638952255249023,12.30144500732422,10.92,1,20.895,0,8.855,1,2
alexnet,32,mobilenet_v3_small,32,squeezenet1_1,4,mps-uncap,1.0,8566.081128236676,4875.578445151567,1318.9823622378112,4.886627197265625,7.544922828674316,4.1408538818359375,5.307435989379883,8.163211345672607,4.734992980957031,11.805295944213867,15.48314094543457,10.438203811645508,10.92,1,20.23,0,8.82,1,2
alexnet,32,mobilenet_v3_small,32,squeezenet1_1,4,mig,1.0,6277.583274797207,4440.466166080717,2091.350460870797,5.913496017456055,8.081912994384766,2.0911693572998047,6.599783897399902,8.640336990356445,2.2885799407958984,7.299184799194336,9.244203567504885,3.59797477722168,10.92,0,20.23,0,8.82,0,0
vgg16,32,resnet50,32,resnet50,8,mps-uncap,1.0,1158.8365311824673,579.4173766547676,195.3384391500776,30.55703639984131,56.00800514221192,53.15876007080078,31.327252388000485,57.04361438751221,54.38363552093506,36.102294921875,60.34994125366211,55.56988716125488,67.62,0,46.585,1,23.975,1,2
vgg16,32,resnet50,32,resnet50,8,mig,1.0,731.1137729282367,696.3339915057593,605.1437316587466,44.3723201751709,46.47707939147949,13.405323028564451,46.070051193237305,48.18897247314453,14.14263725280762,48.18081855773926,50.69637298583984,20.7209587097168,67.62,0,46.585,1,23.975,0,1
inception_v3,32,squeezenet1_0,4,vgg11,32,mps-uncap,1.0,680.4269752057415,340.885210269519,2254.806528670368,51.72185897827149,15.344738960266112,16.091108322143555,54.53403472900391,16.731011867523193,17.449283599853512,57.21116065979004,22.571563720703125,20.214319229125977,39.27,1,9.59,1,39.62,0,2
inception_v3,32,squeezenet1_0,4,vgg11,32,mig,1.0,1549.3484322166762,1417.8896500312371,829.2398338117632,21.106648445129395,2.920389175415039,39.15019035339356,23.037867546081536,3.1935381889343257,40.78051567077637,32.38868713378906,14.563322067260742,43.51663589477539,39.27,0,9.59,1,39.62,1,2
efficientnet_b6,16,resnet50,8,vgg13,16,mps-uncap,1.0,178.55792684459954,264.46636120301173,1283.519341020129,92.64082908630373,34.43551063537598,13.872528076171877,94.6603512763977,36.922383308410645,14.646062850952148,96.83513641357422,40.964603424072266,21.81863784790039,90.055,1,23.975,1,30.835,0,2
efficientnet_b6,16,resnet50,8,vgg13,16,mig,1.0,362.0433879026465,621.4948233429603,525.7642976639776,44.72637176513672,13.108634948730469,30.77466487884521,46.03571891784669,13.934423923492432,32.06490516662598,47.09243774414063,15.307903289794922,33.78558158874512,90.055,0,23.975,0,30.835,1,1
inception_v3,32,densenet161,2,mobilenet_v2,16,mps-uncap,1.0,1590.277179557027,80.34690381573662,2767.4870000396763,20.8024263381958,27.312088012695312,7.519102096557617,21.594996452331543,28.896265029907227,8.865170478820799,31.73160552978516,37.60552406311035,17.14015007019043,39.27,0,78.12,0,20.44,0,0
inception_v3,32,densenet161,2,mobilenet_v2,16,mig,1.0,1588.1827985929772,120.98806583746624,1598.0747142570017,20.555663108825684,16.710996627807617,10.33487319946289,22.04132080078125,17.497384548187252,11.074132919311523,33.41841697692871,27.62460708618164,22.5064754486084,39.27,0,78.12,0,20.44,1,1
mobilenet_v2,32,alexnet,2,resnet101,8,mps-uncap,1.0,3381.121416789301,1023.0810643049424,409.59494473846695,10.171794891357424,3.2091140747070312,20.424604415893555,10.884037017822266,4.13535118103027,21.64905071258545,20.811080932617188,16.336679458618164,28.699636459350582,23.45,0,3.57,1,44.135,0,1
mobilenet_v2,32,alexnet,2,resnet101,8,mig,1.0,2633.7999993525186,1336.8806521939832,415.9984466775538,12.57162094116211,1.5625953674316406,19.454479217529297,14.342260360717775,1.6941452026367174,20.27517557144165,19.12379264831543,9.272336959838867,26.06391906738281,23.45,0,3.57,1,44.135,0,1
vgg19,32,resnet34,2,squeezenet1_0,8,mps-uncap,1.0,1185.9314020249433,94.44549029850876,594.5711996460492,27.348756790161133,26.537775993347168,22.31919765472412,27.75342464447021,27.026033401489254,22.84575700759888,39.13712501525879,36.30495071411133,25.859355926513672,77.805,0,13.825,1,9.765,1,2
vgg19,32,resnet34,2,squeezenet1_0,8,mig,1.0,637.2811014557385,541.7123740811658,1473.5136067141805,50.64582824707031,3.7322044372558594,5.522012710571289,52.40752696990967,3.912644386291504,6.002840995788573,53.93552780151367,10.85972785949707,12.516021728515623,77.805,0,13.825,0,9.765,1,1
densenet201,32,densenet121,8,vgg11,16,mps-uncap,1.0,322.7102653409382,186.494148225396,1834.9772936203317,101.84035301208496,46.33383750915527,9.958410263061523,103.48186016082764,49.10105228424071,12.42300987243653,113.0363941192627,52.33359336853027,20.247697830200195,94.15,1,55.685,0,21.77,0,1
densenet201,32,densenet121,8,vgg11,16,mig,1.0,609.517576810395,530.2276284384287,775.8061075271676,53.01833152770996,15.26498794555664,20.887374877929688,55.17544746398926,16.155347824096676,21.72877788543701,56.900978088378906,23.299694061279297,24.209022521972656,94.15,0,55.685,0,21.77,1,1
mobilenet_v3_large,8,efficientnet_b5,4,inception_v3,4,mps-uncap,1.0,1579.1930954653517,253.16682952410807,443.36918885467696,5.198478698730469,16.354775428771973,9.586572647094728,5.537748336791992,17.18399524688721,10.681319236755373,17.566442489624023,28.07927131652832,22.93634414672852,24.71,0,73.14999999999999,0,40.425,0,0
mobilenet_v3_large,8,efficientnet_b5,4,inception_v3,4,mig,1.0,1629.9695191178994,255.84687328131605,457.885041554805,5.040645599365234,16.027045249938965,8.97524356842041,5.338430404663086,16.597230434417725,9.402966499328612,10.884284973144531,28.943538665771484,22.229909896850582,24.71,0,73.14999999999999,0,40.425,0,0
resnet50,32,alexnet,2,vgg13,4,mps-uncap,1.0,1388.0379376588269,750.6600149649464,592.5604080716936,23.73318672180176,3.7891387939453134,9.154558181762695,24.344418048858643,4.660606384277344,10.373973846435549,33.429622650146484,9.009122848510742,15.868425369262695,46.585,0,3.57,1,10.01,1,2
resnet50,32,alexnet,2,vgg13,4,mig,1.0,1192.5783150060977,1329.9060551882544,403.5947337691371,27.112722396850582,1.5485286712646484,9.997129440307615,29.25267219543457,1.681804656982422,10.34855842590332,33.11514854431152,10.021448135375977,18.97263526916504,46.585,0,3.57,1,10.01,1,2
resnet101,8,densenet161,4,resnet101,8,mps-uncap,1.0,622.1778103865478,174.5535536886563,553.6384583224375,13.38639259338379,23.73590469360352,14.925003051757812,13.704233169555664,24.18517112731933,15.418436527252195,23.22030067443848,34.790992736816406,25.951385498046875,44.135,0,77.21,0,44.135,0,0
resnet101,8,densenet161,4,resnet101,8,mig,1.0,649.7629392719537,215.3940009662834,413.121384920458,12.482881546020508,18.71042251586914,19.559574127197266,13.073797225952148,19.30490493774414,20.26341438293457,27.104616165161133,33.707380294799805,34.7294807434082,44.135,0,77.21,0,44.135,0,0
efficientnet_b5,32,mobilenet_v3_large,16,mobilenet_v3_small,8,mps-uncap,1.0,810.1922870738144,1517.3326659686977,1160.54155503408,40.2911901473999,16.605138778686523,11.19852066040039,41.09774827957153,17.78810977935791,12.893686294555664,48.58064651489258,23.79846572875977,19.0126895904541,106.645,0,25.585,0,21.385,0,0
efficientnet_b5,32,mobilenet_v3_large,16,mobilenet_v3_small,8,mig,1.0,518.3618809228112,1939.197308666696,1944.7447293390612,62.23559379577637,8.489608764648438,4.202604293823242,64.68335390090942,9.465892314910889,4.527709484100341,79.74076271057129,17.348766326904297,11.671066284179688,106.645,0,25.585,0,21.385,0,0
mobilenet_v3_small,8,efficientnet_b7,2,inception_v3,4,mps-uncap,1.0,1897.7064773449151,92.31147459133604,451.1708816596123,4.334282875061035,22.446060180664062,9.100914001464844,4.759705066680906,23.30211639404297,9.498834609985352,17.56882667541504,34.59596633911133,21.361351013183597,21.385,0,102.865,0,40.425,0,0
mobilenet_v3_small,8,efficientnet_b7,2,inception_v3,4,mig,1.0,1911.7086487602603,93.2462513552996,459.422438222068,4.296064376831055,21.936607360839844,8.930444717407227,4.579191207885742,22.639484405517575,9.33607816696167,17.177581787109375,33.881425857543945,21.033048629760746,21.385,0,102.865,0,40.425,0,0
resnet50,8,efficientnet_b7,2,vgg13,8,mps-uncap,1.0,486.326468268858,40.08786409868386,1209.914055727299,17.565250396728516,51.7425537109375,7.02214241027832,18.22690963745117,53.15883159637451,7.317581176757812,25.77996253967285,58.40063095092773,17.452716827392578,23.975,1,102.865,0,17.815,0,1
resnet50,8,efficientnet_b7,2,vgg13,8,mig,1.0,1019.5728256046232,95.06577038881775,478.5747816987455,8.003711700439453,21.29912376403809,16.89128875732422,8.513212203979492,22.259080410003676,17.51378059387207,16.08133316040039,28.947114944458008,23.761510848999023,23.975,0,102.865,0,17.815,1,1
mobilenet_v3_small,4,mobilenet_v3_small,2,resnet50,4,mps-uncap,1.0,929.7023272877714,478.18135642831714,802.7799360489886,4.413938522338867,4.24647331237793,5.262136459350586,4.665851593017578,4.451923370361328,5.794048309326172,10.803699493408203,14.627695083618164,17.43626594543457,20.755,0,20.895,0,23.625,0,0
mobilenet_v3_small,4,mobilenet_v3_small,2,resnet50,4,mig,1.0,975.422011704192,487.50560887538086,536.8765502564768,4.181146621704102,4.182100296020508,8.109855651855469,4.342436790466309,4.337937831878662,8.633477687835693,14.837026596069336,13.557672500610352,21.015167236328125,20.755,0,20.895,0,23.625,0,0
densenet201,16,efficientnet_b6,8,mobilenet_v3_large,2,mps-uncap,1.0,579.6594294962057,351.66485829360687,349.82077164411146,28.85985374450684,24.14124011993408,7.001996040344238,30.79688072204589,25.548598766326904,8.89267921447754,35.370588302612305,31.85558319091797,15.410423278808594,93.695,0,87.815,0,24.395,0,0
densenet201,16,efficientnet_b6,8,mobilenet_v3_large,2,mig,1.0,546.2091392719793,226.57101127295869,410.5163962643612,30.443406105041504,35.965514183044434,5.000591278076172,31.159565448760983,36.78807497024536,5.250604152679443,43.38860511779785,48.671722412109375,11.411666870117188,93.695,0,87.815,0,24.395,0,0
resnet101,4,densenet201,2,resnet152,4,mps-uncap,1.0,421.3519168087411,92.84231713257184,280.714009613419,9.785175323486328,21.69036865234375,14.54916000366211,10.125741958618164,22.376201152801517,14.923810958862305,23.261308670043945,33.81943702697754,26.26323699951172,43.785,0,95.025,0,64.085,0,0
resnet101,4,densenet201,2,resnet152,4,mig,1.0,428.01673294463455,94.81143188757984,253.9495323401512,9.480476379394531,21.38957977294922,16.063928604125977,9.872524738311766,22.22319602966309,16.432783603668213,20.524263381958008,30.8380126953125,27.97222137451172,43.785,0,95.025,0,64.085,0,0
resnet101,32,inception_v3,2,resnet34,8,mps-uncap,1.0,1226.8915105044744,135.7077054227672,831.8978750444714,26.43313407897949,17.17987060546875,12.503170967102047,26.935617923736576,18.31918239593506,13.793337345123293,39.90745544433594,21.592378616333008,18.262863159179688,70.035,0,40.18,0,14.035,1,1
resnet101,32,inception_v3,2,resnet34,8,mig,1.0,787.9528300682525,230.93869032302857,1170.636236708223,40.9010648727417,8.782815933227539,6.9522857666015625,43.18910837173462,9.20222282409668,7.554097175598137,51.61333084106445,18.939971923828125,21.63124084472656,70.035,0,40.18,0,14.035,1,1
efficientnet_b5,32,resnet50,2,vgg11,32,mps-uncap,1.0,328.98859370953204,63.98825471307625,2070.987730657935,101.84822082519533,40.53189754486084,18.0415153503418,104.44003105163574,45.962727069854736,19.187335968017575,105.83162307739258,46.98014259338379,22.217512130737305,106.645,0,24.115,1,39.62,0,1
efficientnet_b5,32,resnet50,2,vgg11,32,mig,1.0,507.1501480273421,401.8040473547279,826.8605777003405,63.63334655761718,5.036592483520508,39.10181522369385,65.27212142944336,5.249941349029541,40.72162389755249,73.43816757202148,19.41680908203125,43.58863830566406,106.645,0,24.115,0,39.62,1,1
efficientnet_b5,32,resnet101,4,vgg19,2,mps-uncap,1.0,724.7430499054873,145.24748251567837,258.9321115348461,44.81711387634277,31.71427249908448,12.126922607421877,45.36977767944335,33.6011266708374,13.197898864746094,55.7866096496582,35.61568260192871,18.568754196166992,106.645,0,43.785,0,8.855,1,1
efficientnet_b5,32,resnet101,4,vgg19,2,mig,1.0,507.0500453097247,355.27811397202896,253.9481314732844,63.52841854095459,11.385869979858398,7.951951026916504,65.3438925743103,11.861233711242676,8.162336349487303,65.86813926696777,12.492179870605469,8.682489395141602,106.645,0,43.785,0,8.855,0,0
densenet161,16,densenet201,4,efficientnet_b6,2,mps-uncap,1.0,663.4887106749146,155.36579458080212,88.53105818078389,24.60777759552002,27.11360454559326,23.518991470336918,25.82669734954833,28.71294498443603,24.535102844238285,33.16164016723633,36.51189804077149,32.46355056762695,76.965,0,95.2,0,85.575,0,0
densenet161,16,densenet201,4,efficientnet_b6,2,mig,1.0,464.58056705376,194.76921857262096,113.5763099339542,35.3104829788208,20.943140983581547,17.938590049743652,36.20841503143311,21.80195808410645,18.76504898071289,48.02107810974121,28.58138084411621,25.90179443359375,76.965,0,95.2,0,85.575,0,0
efficientnet_b6,16,efficientnet_b7,4,vgg16,2,mps-uncap,1.0,431.8837188857639,84.52303261335607,384.7689786122165,37.88764476776124,50.36783218383789,6.999993324279786,38.60903739929199,52.36392498016358,7.93806791305542,44.89874839782715,55.62329292297363,18.5236930847168,90.055,0,107.66,0,7.77,1,1
efficientnet_b6,16,efficientnet_b7,4,vgg16,2,mig,1.0,368.6470349074656,148.94378576139405,293.55467771785067,43.69356632232666,27.02975273132324,6.872892379760742,44.637227058410645,27.47669219970703,7.073426246643066,52.16145515441895,39.922475814819336,17.525434494018555,90.055,0,107.66,0,7.77,1,1
densenet161,4,densenet169,4,resnet34,2,mps-uncap,1.0,232.9194767182753,224.07342487619428,546.686533916373,17.450332641601562,18.128633499145508,4.006624221801758,18.062653541564945,18.91979694366455,4.838395118713376,29.006004333496094,28.09739112854004,17.260313034057617,77.21,0,78.855,0,13.825,1,1
densenet161,4,densenet169,4,resnet34,2,mig,1.0,238.2265154598369,229.71295462610527,538.742999509607,17.007875442504883,17.592477798461914,3.772258758544922,17.474346160888672,18.08644294738769,3.993780612945556,19.0579891204834,20.47896385192871,7.602453231811523,77.21,0,78.855,0,13.825,0,0
resnet152,16,inception_v3,16,vgg11,8,mps-uncap,1.0,317.97081898512164,542.0885693213633,1421.2897672907795,51.60067081451416,31.3373327255249,6.506180763244629,52.76010513305663,32.28222608566284,7.492320537567137,57.1446418762207,35.41278839111328,19.10543441772461,64.33,0,40.355,0,13.055,1,1
resnet152,16,inception_v3,16,vgg11,8,mig,1.0,510.3518700518949,901.5604255962412,664.8217752771415,31.74715042114258,18.04273128509521,12.241649627685549,33.08544397354126,19.4404911994934,13.055160045623785,42.36245155334473,26.570558547973636,21.4383602142334,64.33,0,40.355,0,13.055,1,1
squeezenet1_0,16,efficientnet_b5,4,squeezenet1_0,4,mps-uncap,1.0,3268.468059074826,216.55136583735768,1111.5869028269603,5.317449569702148,19.21243667602539,4.311847686767578,5.712690353393554,19.740238189697266,4.948854446411133,16.135692596435547,28.034687042236328,15.456914901733398,13.02,1,73.14999999999999,0,9.59,1,2
